zbest_b_[j]	EBV_b_[j]	e_EBV_[j]	E_EBV_[j]	SFR_b_[j]	e_SFR_[j]	E_SFR_[j]	Mstar_b_[j]	e_Mstar_[j]	E_Mstar_[j]	RA_b_[j]	DEC_b_[j]	SDSS_NAME_[i]	RA_[i]	Dec_[i]	REDSHIFT_[i]	LOG_MBH_[i]	LOG_MBH_ERR_[i]	LOG_LBOL_[i]	LOG_REDD_[i]  LE[j]   LSbc[j]
0.8980	0.0251	0.006500000000000002	0.006599999999999998	7.732e+01	224.72	224.68	6.389e+11	380400000000.0	380100000000.0	147.69803	4.45638	095047.53+042722.9	147.69808	4.4563768	0.898	8.917328925900481	0.053890841099679246	46.224546745877326	-0.832661266424392  0.0 2.064e+45
0.8670	0.0241	0.006200000000000001	0.0063	1.416e+01	1.7699999999999996	1.7699999999999996	1.092e+11	34720000000.0	34600000000.0	147.97164	47.57721	095153.20+473438.0	147.97167	47.577231	0.867	8.614704318508403	0.06416617647964366	45.47306726170029	-1.2815161432093538  1.305e+45 0.0
0.8130	0.1585	0.041400000000000006	0.04139999999999999	2.164e+01	0.9800000000000004	0.9800000000000004	1.011e+11	74550000000.0	74600000000.0	148.36105	45.74533	095326.62+454443.1	148.36093	45.74531	0.813	8.53459656008407	0.11292423061092194	45.31011327399801	-1.3643623724872944  3.522e+44 0.0
0.8300	0.0800	0.0208	0.020900000000000002	1.026e+01	0.10999999999999943	0.10999999999999943	8.477e+10	900000000.0	900000000.0	148.44413	23.35193	095346.58+232106.8	148.44409	23.351901	0.83	8.6304780342341	0.05730184540022713	45.34591373450088	-1.4244433861344545  0.0 0.0
0.8790	0.1763	0.04630000000000001	0.04619999999999999	4.123e+01	5.739999999999995	5.740000000000002	1.600e+11	9400000000.0	9500000000.0	148.6338	30.07789	095432.10+300440.4	148.63379	30.077894	0.879	7.3389067801019685	0.09435971173166169	45.193647890167014	-0.2851379763361913  0.0 0.0
0.8057	0.0100	0.0027	0.0026999999999999993	5.580e+01	0.18999999999999773	0.20000000000000284	7.464e+11	2600000000.0	2600000000.0	148.74475	36.72873	095458.74+364343.3	148.74477	36.728719	0.8057	8.634438869977929	0.06900975789288966	46.03425192229636	-0.740066034082803  0.0 0.0
0.8089	0.0510	0.013099999999999994	0.013199999999999996	-9.990e+02	0.0	0.0	-9.990e+02	0.0	0.0	148.88627	33.29356	095532.69+331736.8	148.88625	33.293567	0.8089	7.789327784149549	0.11943962004613855	44.62775795106993	-1.301448919480855  0.0 0.0
0.8746	0.0000	0.0	0.005	2.370e+01	3.1999999999999993	3.1999999999999993	1.926e+11	59600000000.0	59500000000.0	149.02318	2.88108	095605.57+025251.8	149.02322	2.8810969	0.8746	8.55404130435264	0.060941631023160164	45.871594708424844	-0.8223256823290337  1.123e+45 1.129e+44
0.8390	0.0427	0.0114	0.011499999999999996	6.381e+01	2.789999999999999	2.789999999999992	5.273e+11	23100000000.0	23100000000.0	149.06831	12.57684	095616.39+123436.5	149.06832	12.576827	0.839	8.701717555711609	0.027180996249558765	46.30947484038769	-0.5321218017251522  0.0 9.244e+44
0.8930	0.0000	0.0	0.005	7.115e+00	0.10899999999999999	0.10899999999999999	5.879e+10	900000000.0	900000000.0	149.90865	48.83052	095938.07+484949.9	149.90866	48.830528	0.893	8.429162625711138	0.06192074515228538	45.71862004461792	-0.8504216674944536  0.0 0.0
0.8860	0.0732	0.0191	0.019000000000000003	2.546e+01	3.8599999999999994	3.8599999999999994	1.183e+11	18690000000.0	18700000000.0	150.244	22.33172	100058.55+221953.9	150.24398	22.331667	0.886	8.960991410616385	0.05518257719940298	45.44665919134047	-1.6542113056771497  5.356e+42 0.0
0.8330	0.1273	0.033	0.033	7.250e+00	0.41300000000000026	0.41300000000000026	9.409e+10	5360000000.0	5360000000.0	150.71726	13.51463	100252.11+133052.9	150.71713	13.514698	0.833	7.932630968082291	0.127962640563451	45.215109084189336	-0.8574009702941919  7.27e+44 0.0
0.8288	0.0294	0.0079	0.0079	1.989e+02	3.0	2.9000000000000057	2.581e+12	38000000000.0	38000000000.0	150.72716	32.67751	100254.52+324039.0	150.72717	32.677518	0.8288	8.72311475135523	0.026864637864880365	46.452849252142904	-0.4101445856135621  2.212e+44 0.0
0.8040	0.1995	0.05180000000000001	0.05180000000000001	-9.990e+02	0.0	0.0	-9.990e+02	0.0	0.0	150.94135	25.69756	100345.89+254151.4	150.94124	25.697622	0.804	7.387162745628979	1.3927197196830408	44.9348827177534	-0.5921591142768127  0.0 0.0
0.8600	0.0734	0.018900000000000007	0.018899999999999986	2.163e+01	0.8599999999999994	0.870000000000001	1.679e+11	6900000000.0	6900000000.0	150.98344	30.67135	100356.03+304016.8	150.98345	30.671335	0.86	9.040065189783803	0.23678991434316016	45.34643217065631	-1.8335121055287333  0.0 0.0
0.8660	0.1547	0.04100000000000001	0.0411	1.575e+01	3.539999999999999	3.5500000000000007	4.139e+11	155200000000.0	155200000000.0	151.01851	27.11018	100404.43+270636.5	151.01847	27.110166	0.866	8.958941014390968	0.06272715423816087	45.598496286671434	-1.5003238141207709  0.0 0.0
0.8020	0.0102	0.0026000000000000007	0.0026999999999999993	-9.990e+02	0.0	0.0	-9.990e+02	0.0	0.0	151.02683	6.35035	100406.44+062101.1	151.02684	6.350326	0.802	8.347900516454564	0.11109644622963118	45.197921672679506	-1.289857930176295  0.0 0.0
0.8470	0.0000	0.0	0.005	1.963e+01	0.10999999999999943	0.10999999999999943	9.174e+10	520000000.0	510000000.0	151.06501	24.48143	100415.60+242853.4	151.06502	24.481509	0.847	8.71155707562605	0.09188601221602796	45.54397098813293	-1.307465173894354  4.371e+44 0.0
0.8625	0.0452	0.011999999999999997	0.0121	2.234e+00	0.01100000000000012	0.01200000000000001	6.793e+11	3500000000.0	3600000000.0	151.21884	39.46931	100452.51+392809.4	151.21881	39.469297	0.8625	9.651386087139324	0.04689276354176738	46.01587097468306	-1.7753941988575  4.433e+44 0.0
0.8974	0.0000	0.0	0.005	3.600e+01	3.8699999999999974	3.8800000000000026	4.672e+11	301700000000.0	301700000000.0	152.71236	24.71817	101050.96+244305.3	152.71239	24.718155	0.8974	9.260568890200076	0.03266812119400186	45.9818396701355	-1.4186083064658137  0.0 2.962e+44
0.8620	0.0828	0.0216	0.021699999999999997	1.059e+01	2.237	2.24	2.171e+11	2300000000.0	2400000000.0	152.87247	60.56381	101129.40+603349.8	152.87244	60.563933	0.862	8.570350988002716	0.147842346450551	45.28206138555233	-1.4281686888516207  1.23e+45 0.0
0.8720	0.0157	0.003999999999999998	0.004100000000000003	2.759e+00	0.05899999999999972	0.05900000000000016	1.286e+11	2700000000.0	2800000000.0	153.49412	54.98565	101358.59+545908.6	153.49407	54.985807	0.872	7.939531354079065	0.17895134730721168	45.10217757454149	-0.9772328659388095  6.754e+44 0.0
0.8050	0.0866	0.022699999999999998	0.02260000000000001	1.521e+01	2.960000000000001	2.9499999999999993	7.067e+10	14220000000.0	14220000000.0	153.68098	24.80305	101443.44+244810.9	153.68101	24.803036	0.805	8.565545106735632	0.06177537752360699	45.48485774178978	-1.2205664513470877  0.0 6.472e+44
0.8490	0.2260	0.059600000000000014	0.059600000000000014	6.466e+01	1.9499999999999957	1.9500000000000028	5.024e+11	15100000000.0	15100000000.0	154.17167	18.39175	101641.20+182330.2	154.17169	18.391742	0.849	9.171927974206387	0.08163437060309212	45.265225765410904	-2.0465812951967206  4.948e+44 3.454e+44
0.8690	0.0000	0.0	0.005	1.422e+01	0.9700000000000006	0.9599999999999991	3.735e+11	53400000000.0	53500000000.0	154.24206	11.7034	101658.10+114212.3	154.2421	11.703423	0.869	8.744378097470618	0.08451628342049276	46.06388182072894	-0.820375363142917  0.0 1.152e+45
0.8350	0.0264	0.006999999999999999	0.006900000000000003	1.946e+00	0.040000000000000036	0.040000000000000036	5.917e+11	12200000000.0	12100000000.0	154.35339	51.87123	101724.79+515216.4	154.35325	51.871342	0.835	8.995471280496746	0.03172872945750438	45.54843175219752	-1.5869186147004604  0.0 1.036e+44
0.8760	0.0326	0.008599999999999997	0.008700000000000006	0.000e+00	0.0	0.01	2.161e+11	4700000000.0	4700000000.0	154.4574	46.9395	101749.77+465622.2	154.45738	46.939501	0.876	8.31344334391648	0.03994538903642042	45.62345131069779	-0.8298711196199291  1.527e+42 0.0
0.8790	0.0000	0.0	0.005	1.963e+01	1.6099999999999994	1.6000000000000014	2.547e+11	68100000000.0	68100000000.0	154.51519	39.21314	101803.64+391247.1	154.5152	39.213082	0.879	8.1050888490087	0.08067203358915431	45.713685351061535	-0.5312825843484019  0.0 0.0
0.8600	0.0273	0.0069	0.006999999999999996	1.505e+01	0.4900000000000002	0.5	1.170e+11	3900000000.0	3800000000.0	155.6654	25.98211	102239.70+255855.7	155.66546	25.98214	0.86	8.419921291821693	0.14310723175158088	44.86686136807767	-1.6929390101452582  4.113e+44 0.0
0.8670	0.0965	0.0252	0.025300000000000003	1.611e+01	1.049999999999999	1.0600000000000023	1.332e+11	25300000000.0	25200000000.0	156.03287	38.36972	102407.88+382210.8	156.03285	38.369687	0.867	9.017595085721227	0.056671842061259296	45.62317146335243	-1.534302708770037  0.0 0.0
0.8110	0.3162	0.08359999999999998	0.0837	4.472e+01	19.08	19.08	1.165e+12	132000000000.0	132000000000.0	156.12097	46.88098	102429.03+465251.4	156.12097	46.880957	0.811	7.100703213049853	1.2867389400575382	45.08653779124335	-0.15404450820773813  0.0 1.029e+45
0.8731	0.0100	0.0027	0.0026999999999999993	0.000e+00	0.0	0.01	4.189e+11	24600000000.0	24600000000.0	156.17749	52.06557	102442.60+520355.9	156.17753	52.065574	0.8731	9.02635910565032	0.04076487797779181	46.10282021705703	-1.0634179749945274  2.748e+44 2.589e+43
0.8630	0.0125	0.003300000000000001	0.003199999999999998	2.019e+01	0.7300000000000004	0.7399999999999984	4.140e+11	15100000000.0	15200000000.0	156.42578	48.47843	102542.19+482842.3	156.4258	48.478434	0.863	8.442146956310134	0.04868077552807347	45.30795796296566	-1.2740680797457122  0.0 0.0
0.8550	0.3162	0.08299999999999999	0.08310000000000001	5.137e+01	2.1699999999999946	2.1600000000000037	1.585e+11	90090000000.0	90200000000.0	156.45612	48.48756	102549.47+482915.0	156.45614	48.48752	0.855	8.107908801950279	0.13347324437223815	45.49826409832666	-0.7495237900248581  0.0 3.495e+44
0.8740	0.0629	0.016599999999999997	0.016600000000000004	9.939e+00	1.4350000000000005	1.4309999999999992	8.213e+10	17850000000.0	17850000000.0	156.91788	47.54123	102740.28+473228.5	156.91786	47.541263	0.874	8.43021909566381	0.041844147762253474	45.87468683158991	-0.6954113504751354  0.0 2.847e+44
0.8150	0.0170	0.004400000000000001	0.004399999999999998	-9.990e+02	0.0	0.0	-9.990e+02	0.0	0.0	157.02402	33.96794	102805.75+335804.5	157.02397	33.967935	0.815	8.458210631266756	0.20547179102890747	45.293002368012296	-1.305087349655697  0.0 0.0
0.8370	0.0269	0.006999999999999999	0.006899999999999996	8.745e+00	0.3879999999999999	0.3879999999999999	7.226e+10	3210000000.0	3210000000.0	157.06808	53.59526	102816.32+533542.8	157.06803	53.595302	0.837	8.209499134646244	0.15111028121145673	45.594279478262585	-0.7550987427848953  0.0 0.0
0.8240	0.2387	0.0635	0.06350000000000003	2.394e+00	0.0860000000000003	0.08699999999999974	7.280e+11	26400000000.0	26400000000.0	157.39166	21.06273	102934.00+210345.7	157.39168	21.062722	0.824	8.887993854252015	0.11659256035839692	45.49767923155413	-1.5301937090991216  0.0 0.0
0.8840	0.2512	0.06489999999999999	0.06490000000000001	-9.990e+02	0.0	0.0	-9.990e+02	0.0	0.0	157.60694	25.35125	103025.69+252104.5	157.60707	25.351274	0.884	7.258714287898458	1.636004477002547	44.92738184840328	-0.4712115258964165  4.303e+44 0.0
0.8580	0.0255	0.006699999999999998	0.006800000000000004	1.022e+00	0.03210000000000002	0.03299999999999992	3.108e+11	9800000000.0	9900000000.0	157.66899	50.06259	103040.57+500345.3	157.669	50.062694	0.858	8.37244615961996	0.07292009157794241	45.79695675249664	-0.7153684935245563  0.0 1.499e+45
0.8610	0.0000	0.0	0.005	2.710e+01	0.9700000000000024	0.9599999999999973	2.202e+11	7900000000.0	7800000000.0	157.69836	17.44987	103047.60+172659.5	157.69836	17.449867	0.861	9.118934274390215	0.08669786251014536	45.95177524049342	-1.3070381202980335  0.0 0.0
0.8340	0.0000	0.0	0.005	5.200e+01	10.57	10.560000000000002	4.712e+11	78400000000.0	78500000000.0	157.75828	27.57781	103101.99+273439.7	157.7583	27.577718	0.834	8.825951310599915	0.03550208084423713	45.78195157921466	-1.1838788177864894  0.0 0.0
0.8203	0.0000	0.0	0.005	5.448e+01	3.8999999999999986	3.8900000000000006	2.546e+11	135200000000.0	135300000000.0	157.86977	3.69036	103128.74+034125.4	157.86977	3.6903815	0.8203	8.69356526109313	0.04679834335301899	45.88947833324776	-0.943966014246609  0.0 2.631e+44
0.8440	0.0000	0.0	0.005	2.866e+01	0.629999999999999	0.629999999999999	2.328e+11	5100000000.0	5100000000.0	157.98901	57.79794	103157.37+574752.5	157.98903	57.797921	0.844	8.540949407887105	0.04648388293472622	45.79697292853149	-0.8838555657568536  0.0 0.0
0.8640	0.0000	0.0	0.005	-9.990e+02	0.0	0.0	-9.990e+02	0.0	0.0	158.3595	48.38745	103326.29+482314.9	158.35957	48.387482	0.864	8.556455839616298	0.14465003426408668	45.14576054276805	-1.5505743832494832  3.239e+43 0.0
0.8019	0.0286	0.007599999999999999	0.007600000000000003	7.119e+01	0.5799999999999983	0.5799999999999983	5.882e+11	4800000000.0	4800000000.0	158.69732	45.45089	103447.34+452703.1	158.69728	45.450908	0.8019	8.99373515277507	0.044147482536241296	46.187471596585205	-0.9461426425911024  1.828e+44 5.641e+43
0.8060	0.0868	0.022699999999999998	0.022699999999999998	1.209e+01	0.4800000000000004	0.4800000000000004	2.458e+11	9800000000.0	9800000000.0	158.8152	46.33926	103515.63+462021.2	158.81513	46.339227	0.806	7.973035402406023	0.16336257535586718	45.02514954857602	-1.0877649402312424  0.0 0.0
0.8600	0.2512	0.06629999999999997	0.06630000000000003	7.728e+01	6.590000000000003	6.590000000000003	3.000e+11	53000000000.0	52900000000.0	158.85076	-1.72425	103524.17-014327.3	158.85074	-1.7242455	0.86	7.761394779290342	0.08779896992067926	45.33991437281547	-0.5613594928761075  2.893e+45 3.112e+45
0.8370	0.0794	0.0208	0.020900000000000002	0.000e+00	0.0	0.01	5.075e+11	22600000000.0	22700000000.0	158.93979	32.7343	103545.55+324403.8	158.93983	32.734395	0.837	8.929670040678944	0.04628508221567499	45.362918397963035	-1.706630729117146  0.0 5.629e+44
0.8430	0.0781	0.020300000000000006	0.0203	2.383e+01	0.509999999999998	0.5	3.187e+11	6800000000.0	6800000000.0	159.14554	45.35876	103634.95+452131.6	159.14564	45.358796	0.843	7.731584146308101	0.17127223043622863	45.33235569247496	-0.5391075402343761  0.0 2.733e+44
0.8420	0.0226	0.005899999999999999	0.0059000000000000025	9.266e+00	0.18399999999999928	0.18299999999999983	2.435e+11	4900000000.0	4800000000.0	159.33409	51.63132	103720.17+513752.7	159.33407	51.631395	0.842	8.27954684411719	0.09380181242585864	45.34779847935766	-1.0716274511607704  0.0 3.835e+44
0.8950	0.0421	0.0109	0.0109	8.706e+00	0.9109999999999996	0.9120000000000008	1.785e+11	18700000000.0	18700000000.0	159.38839	41.98118	103733.22+415852.0	159.38846	41.981121	0.895	8.7102173951274	0.07573691996884081	45.21905575547502	-1.631040726053618  0.0 0.0
0.8643	0.0163	0.004299999999999998	0.004300000000000002	9.932e+01	21.689999999999998	21.680000000000007	7.717e+11	173900000000.0	173900000000.0	159.43754	43.70458	103744.98+434216.5	159.43748	43.704587	0.8643	8.291140807467226	0.1288747538454719	45.91228607992203	-0.5187338139464296  9.822e+44 0.0
0.8023	0.0538	0.0143	0.014200000000000004	9.393e+00	0.28600000000000136	0.28699999999999903	1.256e+11	3800000000.0	3900000000.0	159.46087	22.19335	103750.61+221136.0	159.46089	22.193354	0.8023	8.503187605070437	0.0688680851936259	45.774353728412756	-0.8687129630589184  0.0 6.038e+44
0.8660	0.0371	0.009500000000000001	0.009399999999999999	-9.990e+02	0.0	0.0	-9.990e+02	0.0	0.0	159.46706	15.48069	103752.10+152850.3	159.46711	15.480663	0.866	8.36883137701548	0.037891903342380885	45.492860592567375	-1.0158498708493424  3.531e+42 9.474e+43
0.8236	0.3981	0.1054	0.10539999999999994	1.231e+00	0.04700000000000015	0.04699999999999993	1.017e+10	383000000.0	390000000.0	159.56929	53.77272	103816.65+534621.7	159.5694	53.77271	0.8236002	7.019525703844352	0.42886257806509437	44.81036000394503	-0.34904478630056085  2.872e+41 0.0
0.8500	0.2363	0.06290000000000001	0.063	2.696e-01	0.005300000000000027	0.005199999999999982	1.286e+12	25000000000.0	25000000000.0	159.72126	20.57996	103853.09+203447.7	159.72124	20.579944	0.85	7.765722779559351	1.328294023539943	45.389076153198204	-0.5165257127623841  1.298e+44 0.0
0.8570	0.0110	0.0027999999999999987	0.0028000000000000004	6.959e+00	0.02999999999999936	0.03000000000000025	5.750e+10	240000000.0	250000000.0	159.87128	24.28589	103929.10+241709.0	159.87129	24.285841	0.857	8.654502411268847	0.11086914089392352	45.441836046400475	-1.3525454512696096  0.0 4.25e+44
0.8825	0.0195	0.0052	0.0052	4.332e+01	0.060000000000002274	0.060000000000002274	3.926e+11	186000000000.0	186000000000.0	159.92003	52.57203	103940.80+523419.2	159.92003	52.572022	0.8825	8.588051963349521	0.08936695714448825	46.080391928882136	-0.647539120868622  0.0 0.0
0.8520	0.3162	0.08359999999999998	0.0837	7.125e+01	4.0	4.010000000000005	5.531e+11	31600000000.0	31600000000.0	160.07626	50.04165	104018.29+500229.7	160.07623	50.041661	0.852	8.364135053772769	0.24973333599987418	44.87726512461689	-1.6267490155571152  0.0 0.0
0.8861	0.0181	0.004800000000000002	0.004799999999999999	6.944e+01	2.519999999999996	2.519999999999996	3.536e+11	12800000000.0	12800000000.0	160.31134	30.77366	104114.69+304625.2	160.31126	30.773687	0.8861	8.499680799637853	0.07914964292998514	45.84532808114905	-0.7942318048900409  0.0 1.402e+45
0.8770	0.0329	0.0087	0.008600000000000003	8.664e+00	0.05400000000000027	0.054999999999999716	4.074e+11	2600000000.0	2600000000.0	160.34901	47.05079	104123.76+470303.0	160.349	47.050849	0.877	8.6669094944175	0.05797125440115318	45.49457461075574	-1.3122139700629953  3.42e+43 0.0
0.8310	0.0000	0.0	0.005	1.138e+01	0.3500000000000014	0.34999999999999964	1.523e+11	56970000000.0	56900000000.0	160.39697	21.49407	104135.26+212938.7	160.39692	21.494086	0.831	8.573798045793298	0.04160978106286589	45.305847564608726	-1.4078295675858092  0.0 0.0
0.8280	0.0713	0.018500000000000003	0.018500000000000003	3.382e+01	4.390000000000001	4.390000000000001	1.039e+11	14050000000.0	14000000000.0	160.90933	27.52878	104338.22+273143.3	160.90928	27.528703	0.828	8.226651980459023	0.12816618514504818	45.56829782508774	-0.7982332417725202  0.0 7.397e+44
0.8940	0.0209	0.005499999999999998	0.005600000000000001	0.000e+00	0.0	0.01	4.358e+11	79000000000.0	78900000000.0	161.25043	56.1202	104500.11+560712.8	161.25053	56.120271	0.894	8.722770070517983	0.05870482718786344	45.67561217942056	-1.187036977498659  0.0 0.0
0.8660	0.0000	0.0	0.005	4.901e+00	0.07500000000000018	0.07600000000000051	4.308e+11	6700000000.0	6600000000.0	161.45815	42.90803	104549.95+425428.8	161.45813	42.90802	0.866	8.780602103268112	0.036792718715393954	45.79038957826445	-1.130091611404897  0.0 0.0
0.8550	0.0153	0.003899999999999999	0.004000000000000002	2.868e+01	2.530000000000001	2.539999999999999	2.229e+11	100700000000.0	100600000000.0	161.86526	60.75228	104727.65+604508.3	161.86518	60.752394	0.855	8.632066496437458	0.06905587387916304	45.476538298351365	-1.2954072844873308  0.0 1.07e+43
0.8665	0.0167	0.004399999999999999	0.004400000000000001	4.195e+01	6.310000000000002	6.299999999999997	3.256e+11	36000000000.0	36100000000.0	161.88449	48.59198	104732.28+483531.0	161.88445	48.59193	0.8665	8.340352424762605	0.06242491170425564	45.831328673645984	-0.6489028375178576  0.0 3e+44
0.8350	0.0316	0.008200000000000002	0.008299999999999995	8.104e+00	0.5569999999999995	0.5570000000000004	1.075e+11	29630000000.0	29700000000.0	161.88692	21.574	104732.85+213426.3	161.88691	21.573997	0.835	8.716861929213925	0.06306803340295422	45.693080339722314	-1.1636606758928478  0.0 8.392e+44
0.8480	0.0881	0.022900000000000004	0.023000000000000007	-9.990e+02	0.0	0.0	-9.990e+02	0.0	0.0	161.95019	27.37158	104748.05+272217.5	161.95023	27.371538	0.848	8.687125308979974	0.09532193807895831	45.26337923824447	-1.563625157136743  0.0 4.203e+44
0.8820	0.2214	0.05810000000000001	0.0582	0.000e+00	0.0	0.01	2.773e+11	7000000000.0	6900000000.0	161.95077	51.38079	104748.22+512251.1	161.95099	51.380943	0.882	8.101255299502988	0.1487127455561818	44.63245970606509	-1.6086746798391331  1.032e+44 0.0
0.8723	0.0284	0.007500000000000003	0.0075	9.003e+01	7.489999999999995	7.489999999999995	4.585e+11	10900000000.0	10800000000.0	162.00911	4.17844	104802.18+041042.4	162.00913	4.1784469	0.8723	8.957502098425543	0.06021279910499187	46.018602814068814	-1.0787783707579666  0.0 1.309e+45
0.8113	0.0192	0.0049999999999999975	0.0051	3.815e+01	35.812999999999995	35.82	4.952e+11	62600000000.0	62500000000.0	162.06218	20.99841	104814.92+205954.2	162.0622	20.998413	0.8113	8.817792751700804	0.04137079510916649	45.89206993227751	-1.065601905824533  5.133e+44 0.0
0.8979	0.0000	0.0	0.005	1.810e+00	0.05600000000000005	0.05699999999999994	5.504e+11	17200000000.0	17100000000.0	162.33131	39.68554	104919.47+394107.8	162.33115	39.685526	0.8979	9.14300741347328	0.09470907154705115	45.69193892552718	-1.5909475743473342  2.899e+43 6.964e+43
0.8840	0.3929	0.10450000000000004	0.10449999999999998	2.425e+01	0.75	0.7399999999999984	1.130e+12	34000000000.0	35000000000.0	162.38994	28.72786	104933.58+284340.3	162.38994	28.727874	0.884	7.677908659727434	0.15323700419692396	45.01791236749714	-0.7998753786315318  2.903e+44 0.0
0.8780	0.1382	0.035299999999999984	0.0353	-9.990e+02	0.0	0.0	-9.990e+02	0.0	0.0	162.639	41.50399	105033.33+413014.1	162.63891	41.503924	0.878	8.255711731609887	0.2312779600238385	45.03360232033133	-1.361988497679791  7.459e+42 8.81e+43
0.8990	0.0537	0.014099999999999994	0.014100000000000001	4.096e+01	10.02	10.019999999999996	8.399e+11	26800000000.0	26800000000.0	162.71869	17.7146	105052.49+174252.3	162.71871	17.714542	0.899	8.80147303107101	0.20170854111810776	45.569533807872794	-1.3718183095994532  0.0 0.0
0.8830	0.0343	0.008699999999999996	0.0087	7.573e+00	1.6530000000000005	1.6519999999999992	3.856e+10	7070000000.0	7070000000.0	163.67427	8.189	105441.81+081120.4	163.67421	8.1890238	0.883	8.47308265578247	0.06168922228170143	45.12085109602776	-1.4921106461559506  0.0 1.176e+44
0.8380	0.0748	0.019800000000000005	0.019699999999999995	1.901e+01	0.9000000000000021	0.8999999999999986	1.465e+11	62340000000.0	62400000000.0	163.68831	14.20224	105445.21+141207.7	163.68839	14.202166	0.838	8.348876992435242	0.04897128116649124	45.75935837661381	-0.7293977022226682  0.0 0.0
0.8370	0.0789	0.020899999999999995	0.020900000000000002	2.864e+01	7.710000000000001	7.719999999999999	5.823e+11	37100000000.0	37100000000.0	163.72336	44.87705	105453.56+445237.4	163.7232	44.877075	0.837	9.185185193570133	0.024516601523954937	45.90827374996707	-1.416790530004297  3.883e+43 0.0
0.8107	0.2229	0.05879999999999999	0.05870000000000003	9.922e+00	0.33200000000000074	0.3279999999999994	4.665e+11	15600000000.0	15600000000.0	163.91182	2.30562	105538.84+021820.2	163.91183	2.3056295	0.8107	8.655274634480774	0.06921893910875473	45.41555707097999	-1.379596649902018  6.381e+44 0.0
0.8290	0.1483	0.03879999999999999	0.0388	3.844e+00	0.0019999999999997797	0.001000000000000334	1.792e+11	100000000.0	100000000.0	164.04564	36.0578	105610.95+360327.9	164.04562	36.05777	0.829	8.834201211197998	0.07487998969609558	45.127551356599426	-1.8465289409998091  0.0 6.545e+44
0.8662	0.0192	0.005099999999999999	0.0051	1.847e+01	2.879999999999999	2.8800000000000026	8.685e+11	463400000000.0	463500000000.0	164.22807	44.93126	105654.72+445552.6	164.228	44.931301	0.8662	9.410151498907126	0.04380501476349918	45.97275450938197	-1.577276075926392  6.049e+43 0.0
0.8747	0.0294	0.007799999999999998	0.007700000000000002	1.634e+01	0.8000000000000007	0.8099999999999987	3.251e+11	16000000000.0	16000000000.0	164.72841	19.25234	105854.81+191508.2	164.7284	19.252294	0.8747	8.817136150130727	0.06947680120642166	46.012807329924954	-0.9442079066070106  0.0 6.294e+43
0.8110	0.0905	0.0237	0.0237	1.018e+01	0.21899999999999942	0.22000000000000064	2.069e+11	4400000000.0	4500000000.0	165.10483	8.42978	110025.15+082547.1	165.10481	8.4297647	0.811	8.062338679323931	0.2183328300353758	45.41908712571671	-0.7831306400084606  0.0 0.0
0.8730	0.2307	0.06159999999999999	0.06150000000000003	3.802e+01	2.520000000000003	2.519999999999996	5.086e+11	33700000000.0	33600000000.0	165.42992	67.3017	110143.14+671806.0	165.42983	67.301759	0.873	8.830108012715685	0.06455004561182597	45.592267892701294	-1.3777192064156287  0.0 4.874e+44
0.8110	0.0282	0.0074	0.0072999999999999975	4.358e+01	0.7800000000000011	0.7700000000000031	3.386e+11	6000000000.0	6000000000.0	165.47997	13.4923	110155.19+132932.2	165.48	13.4923	0.811	8.27926359601522	0.11330883237427235	45.22916537889641	-1.1899773035200456  0.0 0.0
0.8220	0.0125	0.003300000000000001	0.003199999999999998	7.815e-01	0.030899999999999928	0.03080000000000005	2.376e+11	9400000000.0	9400000000.0	165.51414	10.45849	110203.38+102730.5	165.51411	10.458497	0.822	8.93330650478171	0.028902699810641204	45.346498182649356	-1.7266874085335913  7.026e+44 0.0
0.8470	0.0158	0.004100000000000001	0.004199999999999999	1.931e+01	0.509999999999998	0.5	3.925e+11	10300000000.0	10300000000.0	165.54399	22.55406	110210.53+223314.7	165.54391	22.554105	0.847	8.640893946457235	0.023701557644942674	45.4876783339959	-1.2930946988625698  0.0 3.34e+44
0.8450	0.2274	0.059099999999999986	0.05920000000000003	2.273e+01	4.460000000000001	4.460000000000001	2.060e+11	36300000000.0	36400000000.0	165.73746	65.00952	110257.02+650034.1	165.73755	65.009589	0.845	8.20168698836755	0.08365025629484558	45.271509070472135	-1.0700570042966524  0.0 6.517e+44
0.8630	0.0000	0.0	0.005	2.109e+01	0.379999999999999	0.379999999999999	2.821e+11	5100000000.0	5000000000.0	165.76747	45.23382	110304.19+451401.7	165.76748	45.233836	0.863	8.72868889122605	0.02769018207430874	45.69670843245735	-1.1718595451699374  0.0 1.056e+45
0.8551	0.0000	0.0	0.005	5.349e+01	7.810000000000002	7.82	2.501e+11	62200000000.0	62100000000.0	165.95913	14.39872	110350.18+142355.3	165.95912	14.398708	0.8551	8.693669851553281	0.03729826785444612	46.17841753006093	-0.6551314078935848  0.0 0.0
0.8790	0.0339	0.008899999999999998	0.008800000000000002	1.612e+01	0.47000000000000064	0.4800000000000004	3.306e+11	9800000000.0	9700000000.0	166.4418	26.83884	110546.02+265019.8	166.44177	26.838838	0.879	8.829330320873739	0.048461921127861296	45.71265052711309	-1.256558880161885  0.0 0.0
