zbest_b_[j]	EBV_b_[j]	e_EBV_[j]	E_EBV_[j]	SFR_b_[j]	e_SFR_[j]	E_SFR_[j]	Mstar_b_[j]	e_Mstar_[j]	E_Mstar_[j]	RA_b_[j]	DEC_b_[j]	SDSS_NAME_[i]	RA_[i]	Dec_[i]	REDSHIFT_[i]	LOG_MBH_[i]	LOG_MBH_ERR_[i]	LOG_LBOL_[i]	LOG_REDD_[i]  LE[j]   LSbc[j]
0.8260	0.5012	0.13389999999999996	0.13390000000000002	2.281e+01	0.4599999999999973	0.45000000000000284	1.063e+12	21000000000.0	22000000000.0	41.82207	-0.86826	024717.29-005205.7	41.822072	-0.86825641	0.826	7.2274039654779125	0.29047213550008666	44.91595697793925	-0.45132607393989693  0.0 1.534e+45
0.8813	0.0000	0.0	0.005	2.480e+01	0.08000000000000185	0.08999999999999986	4.933e+11	1700000000.0	1700000000.0	42.03837	1.53739	024809.21+013214.6	42.038415	1.5374142	0.8813001	9.291462656426305	0.025381417556589136	45.89832967036276	-1.5330120724647784  0.0 0.0
0.8053	0.0000	0.0	0.005	-9.990e+02	0.0	0.0	-9.990e+02	0.0	0.0	43.84156	-7.03848	025521.97-070218.4	43.841569	-7.0384577	0.8053	8.205135330742921	0.1355543621588539	45.13273700036119	-1.2122774167829695  0.0 1.067e+45
0.8170	0.0757	0.0199	0.01999999999999999	4.200e+01	16.48	16.490000000000002	1.963e+11	31600000000.0	31600000000.0	44.64588	-8.29149	025835.00-081729.4	44.645869	-8.2914989	0.817	8.455509101515254	0.11902602709839015	45.845361300647866	-0.7500268872686251  0.0 8.107e+44
0.8360	0.0699	0.018500000000000003	0.018500000000000003	1.568e+01	6.924999999999999	6.93	1.296e+11	78730000000.0	78700000000.0	44.67227	-2.29622	025841.35-021746.5	44.672331	-2.2962499	0.836	8.293451390674033	0.05633959895633565	45.762736917232964	-0.6705935598423063  0.0 2.156e+45
0.8064	0.0000	0.0	0.005	9.374e-01	0.005099999999999993	0.005099999999999993	1.250e+11	700000000.0	700000000.0	44.88476	0.16476	025932.34+000953.2	44.88478	0.164783	0.8064	8.480214605800846	0.20097988267044337	45.02182071781502	-1.5982729743870652  0.0 8.022e+45
0.8388	0.0724	0.019300000000000005	0.019299999999999998	3.471e+01	4.02	4.009999999999998	4.642e+11	57000000000.0	57100000000.0	46.46316	-0.09924	030551.14-000557.3	46.463123	-0.099244137	0.8388	8.404140671758883	0.09302212706272668	45.9313392066145	-0.6126805515456174  0.0 0.0
0.8078	0.0000	0.0	0.005	1.188e+01	3.654	3.6499999999999986	2.415e+11	44400000000.0	44400000000.0	46.89638	-8.71695	030735.11-084301.0	46.89632	-8.7169561	0.8078	8.899148355593512	0.043369800143392624	45.62586789410163	-1.413159547893118  0.0 7.244e+44
0.8961	0.0000	0.0	0.005	8.451e+01	4.6200000000000045	4.609999999999999	1.097e+12	60000000000.0	60000000000.0	51.42287	-7.87717	032541.48-075237.7	51.422852	-7.877177	0.8961	9.223511566341948	0.05228450333805689	46.48842322996414	-0.8749674227790438  0.0 1.301e+45
0.8745	0.0316	0.008000000000000004	0.008099999999999996	1.882e+00	1.1943	1.195	1.556e+10	8615000000.0	8610000000.0	51.80423	-7.3424	032713.01-072032.9	51.804256	-7.3424711	0.8745	8.92542583426826	0.21157148880008703	45.25557924657045	-1.809725674099049  5.674e+42 0.0
0.8762	0.1585	0.0422	0.0421	4.053e+01	0.46000000000000085	0.44999999999999574	8.309e+11	9300000000.0	9400000000.0	110.74286	36.3182	072258.29+361905.4	110.74291	36.318185	0.8762	9.498258755369061	0.028878890107941195	45.90865067069691	-1.7294871710733908  0.0 0.0
0.8470	0.1037	0.026800000000000004	0.026800000000000004	8.630e+00	2.764000000000001	2.7699999999999996	6.653e+10	20940000000.0	20940000000.0	114.52579	40.68493	073806.19+404105.7	114.52582	40.684917	0.847	8.25111213260816	0.17099126625982877	45.2309948337285	-1.159996385280895  0.0 1.348e+45
0.8758	0.1373	0.0363	0.03639999999999999	1.578e+01	0.6799999999999997	0.6800000000000015	3.236e+11	13900000000.0	13800000000.0	117.27877	39.38197	074906.90+392255.1	117.27877	39.381989	0.8758	9.359240215700371	0.05096747908564311	45.76632929463843	-1.7327900074631766  3.565e+44 0.0
0.8278	0.2450	0.06520000000000001	0.06509999999999999	8.943e+00	1.178	1.1769999999999996	7.390e+10	10300000000.0	10300000000.0	118.88687	11.95686	075532.85+115724.5	118.88689	11.956819	0.8278	7.97624544107498	0.15864686609710152	45.4521483695613	-0.6639761579149168  4.021e+44 0.0
0.8050	0.0000	0.0	0.005	3.642e+01	5.100000000000001	5.089999999999996	2.807e+11	41500000000.0	41500000000.0	119.66626	41.77481	075839.91+414629.2	119.66629	41.7748	0.805	8.895104420512963	0.022027557041371108	45.59868975199614	-1.4362937549180599  2.632e+43 1.569e+43
0.8980	0.0122	0.0031000000000000003	0.0031999999999999997	-9.990e+02	0.0	0.0	-9.990e+02	0.0	0.0	119.68454	23.87437	075844.28+235227.8	119.68452	23.874394	0.898	8.152711400686302	0.1522358913988031	45.67506286914794	-0.6175276179395955  0.0 0.0
0.8440	0.0803	0.020999999999999998	0.021000000000000005	1.896e+01	1.6500000000000021	1.6400000000000006	3.887e+11	36800000000.0	36700000000.0	120.64097	55.45209	080233.80+552707.3	120.64094	55.452141	0.844	8.052189112904268	0.09266099186024204	45.34860402311873	-0.8434641761867729  0.0 0.0
0.8470	0.0238	0.0063	0.006199999999999997	1.082e+01	0.7699999999999996	0.7699999999999996	2.818e+11	41100000000.0	41100000000.0	120.8814	52.81097	080331.54+524839.4	120.8814	52.811024	0.847	8.588083655180785	0.06841266615091862	45.6116226085307	-1.1163401330513205  0.0 1.645e+45
0.8294	0.0000	0.0	0.005	8.371e+00	1.8050000000000006	1.8089999999999993	7.358e+10	19320000000.0	19330000000.0	121.28308	42.20603	080507.91+421221.5	121.28298	42.205983	0.8294	9.005410811052853	0.07608991628499366	45.6385978995343	-1.5066919979197932  0.0 2.115e+45
0.8392	0.0000	0.0	0.005	-9.990e+02	0.0	0.0	-9.990e+02	0.0	0.0	122.86157	18.56496	081126.78+183353.7	122.86159	18.564924	0.8392	8.695937801694221	0.09172093637550725	45.531929823553384	-1.3038870645420746  1.441e+45 0.0
0.8089	0.0000	0.0	0.005	8.577e+01	2.030000000000001	2.030000000000001	3.431e+11	104000000000.0	104000000000.0	123.02678	25.22204	08126.427+251319.3	123.02678	25.222031	0.8089	8.428648968463555	0.06423265192891742	46.16541319089375	-0.4031148639710411  9.982e+42 0.0
0.8110	0.0692	0.0179	0.0179	1.154e+01	0.0799999999999983	0.08000000000000007	1.544e+11	1100000000.0	1100000000.0	123.25519	14.50129	081301.24+143004.7	123.25518	14.50131	0.811	7.473388717223818	0.14061543729707413	45.187736703027845	-0.42553110059721017  0.0 0.0
0.8438	0.0000	0.0	0.005	5.577e+01	12.950000000000003	12.949999999999996	2.607e+11	89200000000.0	89200000000.0	123.53842	32.62556	081409.21+323731.9	123.53842	32.625551	0.8438	8.678605344375969	0.052622706843582154	45.95006876482809	-0.868415665949117  9.397e+44 0.0
0.8620	0.1089	0.0281	0.028100000000000014	7.830e+00	5.388	5.390000000000001	6.470e+10	34870000000.0	34870000000.0	123.56381	31.65624	081415.33+313922.4	123.56388	31.656218	0.862	8.121145668932982	0.17149788490585574	45.38597041724432	-0.8750543380898962  5.797e+44 0.0
0.8110	0.0682	0.017599999999999998	0.017700000000000007	1.303e+00	0.004999999999999893	0.006000000000000005	1.738e+11	800000000.0	700000000.0	124.92516	51.94787	081942.01+515652.6	124.92507	51.94795	0.811	7.964661843576735	0.22756326799445234	45.11773285921118	-0.9868080707667916  0.0 6.557e+44
0.8250	0.1047	0.0276	0.02750000000000001	0.000e+00	0.0	0.01	2.954e+11	19000000000.0	19000000000.0	126.11163	15.87622	082426.79+155234.3	126.11165	15.876215	0.825	8.36691812404646	0.08120670109500432	45.460446629689244	-1.0463505807584534  0.0 6.581e+43
0.8145	0.0398	0.010600000000000002	0.010599999999999998	7.804e+00	0.16000000000000014	0.16000000000000014	6.859e+11	14100000000.0	14100000000.0	126.50332	49.20976	082600.80+491235.0	126.50337	49.209753	0.8145	8.421182112815197	0.05547883848236348	46.04280185526834	-0.5182593439480973  0.0 8.383e+44
0.8165	0.0558	0.014600000000000002	0.014600000000000002	0.000e+00	0.0	0.01	4.258e+11	4300000000.0	4400000000.0	126.81171	29.20336	082714.80+291211.9	126.8117	29.203356	0.8165	8.687626841062862	0.13367682574180342	45.326082855867924	-1.5014230715961752  0.0 5.62e+44
0.8230	0.0000	0.0	0.005	4.816e+01	0.11999999999999744	0.12000000000000455	6.442e+11	1600000000.0	1500000000.0	127.85915	0.2289	083126.19+001343.9	127.85912	0.22887555	0.823	9.392603833429124	0.07147460860563565	45.574976414510196	-1.957506505320165  1.917e+44 0.0
0.8260	0.0000	0.0	0.005	5.211e+01	0.8399999999999963	0.8299999999999983	1.068e+12	17000000000.0	17000000000.0	128.21123	28.22118	083250.69+281316.2	128.21123	28.22119	0.826	8.95496325275763	0.020320797929787263	46.21163438769987	-0.8832079514589994  0.0 1.656e+44
0.8659	0.1155	0.03040000000000001	0.030300000000000007	2.460e+01	1.2100000000000009	1.2099999999999973	5.044e+11	24900000000.0	24800000000.0	128.23958	24.71829	083257.49+244305.8	128.23958	24.718285	0.8659	8.623703216756374	0.24870388372780255	45.294329056601704	-1.4692532465559067  0.0 4.049e+44
0.8500	0.2742	0.07119999999999999	0.0711	3.957e+01	19.3	19.299999999999997	1.904e+11	6700000000.0	6700000000.0	128.35444	42.91842	083325.05+425506.2	128.35441	42.918399	0.85	8.575396915604347	0.19879579652184007	45.02169778711963	-1.6935782148859568  0.0 0.0
0.8926	0.0000	0.0	0.005	1.831e+00	0.05899999999999994	0.05899999999999994	5.566e+11	17900000000.0	17900000000.0	128.68402	26.61155	083444.16+263641.5	128.68403	26.611537	0.8926	8.605197573067338	0.06950361736705955	45.82192167640212	-0.9231549830664554  6.83e+42 0.0
0.8180	0.0306	0.008	0.008000000000000004	8.628e+00	1.5460000000000003	1.5519999999999996	1.120e+11	67410000000.0	67400000000.0	129.17113	45.25869	083641.08+451531.0	129.17119	45.258646	0.818	8.361844701831496	0.03212588184003595	45.58738966758696	-0.914334120645771  9.948e+42 0.0
0.8579	0.0121	0.0031999999999999997	0.0031999999999999997	5.465e+01	6.299999999999997	6.300000000000004	4.212e+11	196500000000.0	196600000000.0	129.5183	52.78357	083804.39+524701.3	129.51833	52.783724	0.8579	8.28313877075807	0.21336345061155165	46.00097067996085	-0.4220471771984562  0.0 0.0
0.8246	0.0894	0.023099999999999996	0.023200000000000012	-9.990e+02	0.0	0.0	-9.990e+02	0.0	0.0	129.58328	46.96132	083820.00+465740.8	129.58332	46.961356	0.8246	9.277319307028272	0.14745470026155194	45.4947814434881	-1.9224169499414077  0.0 0.0
0.8590	0.0288	0.0074	0.007400000000000004	9.507e+00	3.566	3.5630000000000006	7.328e+10	10370000000.0	10380000000.0	129.73865	37.11362	083857.28+370649.1	129.7387	37.113646	0.8589999	7.45539039149855	0.15755674257149688	45.12178645346789	-0.4734830244318965  0.0 0.0
0.8690	0.0000	0.0	0.005	2.126e+01	0.3500000000000014	0.33999999999999986	1.650e+11	2700000000.0	2700000000.0	129.78641	46.71108	083908.76+464240.1	129.78653	46.71115	0.869	8.422453031911564	0.14557837793334946	45.36276363013252	-1.1995684881802815  0.0 9.959e+44
0.8410	0.0243	0.0063999999999999994	0.0063	-9.990e+02	0.0	0.0	-9.990e+02	0.0	0.0	130.3188	56.45418	084116.50+562715.0	130.31873	56.454276	0.841	8.410853415956563	0.028050268624366752	45.46682401491617	-1.0839084874416296  0.0 0.0
0.8330	0.0914	0.02389999999999999	0.023900000000000005	6.433e+00	1.7119999999999997	1.7119999999999997	1.308e+11	61320000000.0	61300000000.0	130.5245	55.70672	084205.89+554224.2	130.52452	55.706814	0.833	8.44799229586943	0.15555274216414505	45.19516132125457	-1.3927100610161  1.583e+44 0.0
0.8820	0.0100	0.0026	0.0026	3.085e+01	4.190000000000001	4.18	2.506e+11	103100000000.0	103100000000.0	131.71346	18.30355	084651.22+181813.0	131.71344	18.303628	0.882	8.417918960248192	0.03395448952086768	45.54606590594377	-1.0117321407056592  3.339e+43 0.0
0.8490	0.0512	0.013400000000000002	0.013400000000000002	0.000e+00	0.0	0.01	2.626e+11	118700000000.0	118800000000.0	131.78953	38.17419	084709.49+381026.9	131.78956	38.174163	0.849	8.445483917013663	0.04023694488662741	45.367938106661605	-1.2174248967532952  0.0 2.549e+44
0.8770	0.0000	0.0	0.005	1.212e+01	0.049999999999998934	0.0600000000000005	2.485e+11	1100000000.0	1200000000.0	131.86449	45.28664	084727.48+451711.8	131.86451	45.286617	0.877	8.294095866414919	0.07971752593307536	45.35752422587755	-1.0764507269386085  0.0 4.661e+44
0.8990	0.0100	0.0026	0.0026	2.415e+01	18.744	18.75	4.952e+11	73900000000.0	74000000000.0	133.19247	46.36883	085246.21+462207.6	133.19254	46.368798	0.899	7.563019357980192	0.11809889283843004	45.349512574728834	-0.3533858696525949  3.838e+43 0.0
0.8180	0.0548	0.013900000000000003	0.013999999999999999	-9.990e+02	0.0	0.0	-9.990e+02	0.0	0.0	133.39531	24.92832	085334.86+245541.9	133.39527	24.928316	0.818	8.462574443662483	0.18084417233550842	45.08427284332556	-1.5181806867381626  0.0 1.418e+43
0.8470	0.5012	0.1301	0.1301	2.461e+01	1.4800000000000004	1.490000000000002	1.897e+11	82200000000.0	82300000000.0	133.76835	51.3803	085504.41+512249.0	133.76837	51.380359	0.847	8.366694842288847	0.5499913428023849	44.84938776504665	-1.6571861636434344  0.0 4.579e+44
0.8410	0.2512	0.06539999999999999	0.06540000000000001	1.297e+01	0.15000000000000036	0.16000000000000014	6.049e+11	7200000000.0	7100000000.0	133.96267	53.42201	085550.99+532519.4	133.96242	53.42217	0.841	8.059441587801146	0.18343717247786384	44.211323544306715	-1.9879971298956676  1.775e+42 0.0
0.8833	0.0000	0.0	0.005	3.356e+01	1.7900000000000027	1.7800000000000011	4.355e+11	23100000000.0	23100000000.0	134.07499	9.76904	085617.99+094608.5	134.075	9.7690512	0.8833	9.088165773332168	0.0660081175692242	46.05948598125089	-1.168558878482518  0.0 6.383e+43
0.8530	0.1210	0.031799999999999995	0.031799999999999995	4.006e+01	4.160000000000004	4.159999999999997	1.555e+11	3500000000.0	3400000000.0	134.1344	50.63005	085632.25+503748.0	134.13438	50.630093	0.853	8.422088612875639	0.048593339161475	45.55677486541731	-1.0051928338595657  0.0 1.387e+44
0.8610	0.0000	0.0	0.005	6.265e+00	2.5469999999999997	2.5460000000000003	5.458e+11	54500000000.0	54500000000.0	134.59369	23.96095	085822.48+235739.4	134.59368	23.960946	0.861	8.376770714098717	0.16567445148591187	45.150302476184685	-1.3663473243152693  0.0 7.285e+44
0.8830	0.0236	0.006200000000000001	0.006200000000000001	0.000e+00	0.0	0.01	3.384e+11	1400000000.0	1400000000.0	134.65355	46.69392	085836.84+464138.1	134.65356	46.69393	0.883	8.845043934876413	0.043783546984893215	45.49697887962417	-1.4879441416534773  0.0 0.0
0.8996	0.0000	0.0	0.005	1.553e+01	0.5	0.5000000000000018	1.283e+11	4100000000.0	4200000000.0	135.034	29.22073	090008.15+291314.7	135.03399	29.220758	0.8996	8.48784445328703	0.0436423849476445	45.971321700154384	-0.6564018395338832  0.0 1.462e+44
0.8440	0.0261	0.006700000000000001	0.006799999999999997	1.758e+01	2.349999999999998	2.360000000000003	1.594e+11	4600000000.0	4500000000.0	135.1433	52.99975	090034.40+525959.1	135.14335	52.99976	0.844	8.067611955821366	0.19149804443459237	45.17430548180294	-1.0331855604196643  0.0 4.626e+44
0.8560	0.0709	0.018200000000000008	0.018199999999999994	-9.990e+02	0.0	0.0	-9.990e+02	0.0	0.0	135.37729	37.09327	090130.55+370535.5	135.37733	37.09321	0.856	7.644277155614251	0.11327364614479885	45.09830882464567	-0.6858474173698178  0.0 2.15e+41
0.8759	0.0738	0.018800000000000004	0.018799999999999997	8.503e+00	1.8230000000000004	1.827	7.475e+10	19550000000.0	19540000000.0	135.48897	44.28396	090157.33+441702.4	135.4888	44.28392	0.8759003	8.193378864966954	0.20146944629406413	45.100289354821584	-1.2329685965466075  0.0 9.049e+44
0.8130	0.1095	0.028399999999999995	0.02850000000000001	0.000e+00	0.0	0.01	2.254e+11	7300000000.0	7400000000.0	135.65481	34.37428	090237.15+342227.7	135.65482	34.374364	0.813	8.315044730531806	0.061743452565857615	45.1048828140806	-1.3500410028524465  0.0 0.0
0.8270	0.0217	0.0057	0.0057	1.781e+01	0.21999999999999886	0.23000000000000043	3.622e+11	4700000000.0	4600000000.0	135.69119	28.68841	090245.88+284117.8	135.69119	28.688277	0.827	7.952183814202785	0.06986659400407615	45.05361685070968	-1.0384460498943417  0.0 0.0
0.8633	0.0199	0.0051	0.0051	2.438e+00	7.386000000000001	7.386999999999999	2.015e+10	10768000000.0	10770000000.0	136.128	31.5665	090430.72+313358.9	136.12801	31.566392	0.8633	8.339376950790795	0.10420683479097156	45.54485665587792	-0.9343993813141103  0.0 3.157e+44
0.8180	0.0475	0.012200000000000003	0.012200000000000003	4.019e+00	0.15799999999999992	0.1589999999999998	8.241e+10	3250000000.0	3250000000.0	136.60727	50.12011	090625.74+500712.0	136.60723	50.120086	0.818	8.324947969219801	0.24834368097257464	45.11794654987955	-1.3468805057414903  0.0 3.619e+44
0.8739	0.0137	0.0036000000000000008	0.0036999999999999984	4.870e+01	5.310000000000002	5.309999999999995	6.515e+11	162000000000.0	161900000000.0	136.79408	23.75981	090710.57+234535.2	136.79407	23.759809	0.8739	8.724398846839419	0.10780891009999843	46.20913596720572	-0.6551419660349379  0.0 2.904e+44
0.8620	0.1534	0.03970000000000001	0.039699999999999985	2.809e+01	5.09	5.09	2.181e+11	40800000000.0	40700000000.0	137.14412	46.25876	090834.57+461531.0	137.14406	46.258627	0.862	8.373334631586234	0.21800934242041575	45.25240040838398	-1.260813309603494  0.0 0.0
0.8090	0.0200	0.0054	0.005299999999999999	1.657e+02	10.299999999999983	10.400000000000006	5.114e+11	114100000000.0	114100000000.0	137.84449	18.81589	091122.67+184857.1	137.84449	18.815891	0.809	8.666007920007987	0.05289140070049182	46.37718931951504	-0.42869768689418414  0.0 3.797e+44
0.8956	0.0987	0.025399999999999992	0.025300000000000003	3.007e+01	1.3200000000000003	1.3200000000000003	1.447e+11	16500000000.0	16600000000.0	137.99681	33.13024	091159.23+330748.7	137.99683	33.130198	0.8956	8.69512865572682	0.09923795853741237	45.17748127370395	-1.657526468424111  0.0 9.022e+44
0.8276	0.0946	0.024300000000000002	0.024300000000000002	-9.990e+02	0.0	0.0	-9.990e+02	0.0	0.0	138.64987	33.36621	091435.98+332158.1	138.64992	33.366161	0.8276	7.864030327775337	0.1869556376698432	44.64160499165465	-1.3623044225219216  0.0 1.407e+45
0.8957	0.0000	0.0	0.005	5.932e+01	3.520000000000003	3.509999999999998	4.902e+11	29100000000.0	29000000000.0	138.97708	35.49717	091554.49+352949.6	138.97709	35.497141	0.8957	8.889515123725985	0.03935388218482416	46.418140319505646	-0.6112538906215762  0.0 0.0
0.8801	0.0786	0.020800000000000006	0.020900000000000002	8.526e+01	8.490000000000009	8.5	4.342e+11	17000000000.0	17000000000.0	139.08778	21.24257	091621.04+211433.0	139.08771	21.24252	0.8801	8.446300356624997	0.10304731648553411	45.89700177475987	-0.6891776682663623  0.0 0.0
0.8390	0.0000	0.0	0.005	2.626e+01	3.1400000000000006	3.139999999999997	3.512e+11	154000000000.0	154100000000.0	139.39876	11.62309	091735.71+113723.1	139.39881	11.623087	0.839	8.764706743690006	0.12887946915618845	45.61214725428697	-1.2924385758042762  0.0 0.0
0.8780	0.0145	0.0038000000000000013	0.0037	7.212e+00	0.399	0.3980000000000006	3.362e+11	18600000000.0	18600000000.0	139.51297	29.50531	091803.11+293019.3	139.51299	29.505373	0.878	8.440764099093371	0.2624804944025512	45.36123777760988	-1.219405407884729  6.96e+42 0.0
0.8690	0.0548	0.0143	0.014299999999999993	1.459e+01	0.41000000000000014	0.41000000000000014	2.992e+11	8400000000.0	8400000000.0	139.58864	12.2786	091821.25+121643.0	139.58855	12.278625	0.869	8.485805381166541	0.09981563430377875	45.57833651622247	-1.047347951345307  0.0 4.622e+44
0.8960	0.0000	0.0	0.005	2.221e+01	2.8100000000000023	2.8000000000000007	1.804e+11	76900000000.0	77000000000.0	139.65506	35.33685	091837.20+352013.0	139.65501	35.336949	0.896	8.224842102067937	0.06968147712278372	45.96198128314025	-0.40273990532892706  0.0 4.441e+44
0.8470	0.1109	0.0286	0.028600000000000014	-9.990e+02	0.0	0.0	-9.990e+02	0.0	0.0	140.35167	8.93621	092124.39+085610.3	140.35162	8.9362205	0.847	8.48299497113209	0.13712200352010978	44.959971989941266	-1.662902067592061  4.326e+43 1.366e+44
0.8671	0.0212	0.005600000000000001	0.005600000000000001	1.418e+01	0.03999999999999915	0.040000000000000924	4.356e+10	130000000.0	130000000.0	140.45625	8.44634	092149.48+082646.8	140.45621	8.4463494	0.8671	8.063183141961165	0.0848303630382118	46.00667798104727	-0.196384247315134  2.843e+43 0.0
0.8390	0.0170	0.0045000000000000005	0.004499999999999997	1.516e+01	0.33000000000000007	0.3200000000000003	1.252e+11	2700000000.0	2700000000.0	140.84508	46.74208	092322.81+464431.4	140.84508	46.742076	0.839	8.584895438117325	0.041737465693425596	45.81779584451953	-0.9069786799990319  0.0 7.765e+44
0.8159	0.0000	0.0	0.005	1.371e+01	0.6700000000000017	0.6799999999999997	1.114e+11	5500000000.0	5500000000.0	140.9932	39.46192	092358.37+392743.0	140.99325	39.46194	0.8159	8.338953904193207	0.39735301532141076	45.32031961125515	-1.1585133793392937  9.609e+41 5.378e+43
0.8790	0.0933	0.02489999999999999	0.024800000000000003	5.240e+01	0.46000000000000085	0.46000000000000085	7.009e+11	6200000000.0	6200000000.0	141.20957	23.29722	092450.30+231749.8	141.20959	23.297183	0.879	8.978652808996788	0.03288388085510852	46.068311590630046	-1.0502203047679795  0.0 8.217e+44
0.8060	0.0200	0.0052	0.005299999999999999	5.183e+01	10.329999999999998	10.329999999999998	3.995e+11	85300000000.0	85400000000.0	141.59275	0.78349	092622.26+004700.3	141.59283	0.78345215	0.806	8.368994275967461	0.06718669706074747	45.39707707104195	-1.1117962913267496  7.287e+44 1.503e+44
0.8968	0.0000	0.0	0.005	4.454e+01	0.259999999999998	0.259999999999998	3.681e+11	2200000000.0	2100000000.0	142.28621	56.59913	092908.68+563556.8	142.28616	56.599095	0.8968	9.25912532767627	0.037272123279473574	46.57787724667939	-0.821127167398114  2.099e+44 2.537e+43
0.8570	0.0715	0.018699999999999994	0.01870000000000001	4.163e+01	20.830000000000002	20.839999999999996	1.604e+11	109550000000.0	109600000000.0	142.89796	10.07681	093135.50+100436.6	142.89796	10.07684	0.857	7.892217727827415	0.094909003795793	45.497076932234044	-0.5350198819946075  0.0 4.939e+44
0.8240	0.1995	0.05200000000000002	0.05199999999999999	2.425e+00	0.34399999999999986	0.3440000000000003	4.930e+10	7470000000.0	7480000000.0	143.50772	49.07735	093401.85+490438.3	143.50775	49.077326	0.824	8.424378042651439	0.14978978868253956	44.91411702178428	-1.6501401072683974  0.0 0.0
0.8600	0.0672	0.017299999999999996	0.01730000000000001	-9.990e+02	0.0	0.0	-9.990e+02	0.0	0.0	144.28083	27.1039	093707.41+270614.2	144.2809	27.103953	0.86	7.709896028290652	0.145700905351766	45.33344439643986	-0.5163307182520305  0.0 7.106e+44
0.8102	0.0560	0.014900000000000004	0.014900000000000004	1.446e+01	0.02000000000000135	0.02999999999999936	3.800e+11	700000000.0	700000000.0	144.6895	9.02186	093845.47+090118.7	144.6895	9.0218666	0.8102	8.101037344129457	0.1251872259636836	45.70340756995317	-0.5375088605775231  7.217e+43 0.0
0.8310	0.0113	0.002999999999999999	0.003000000000000001	0.000e+00	0.0	0.01	5.601e+11	15000000000.0	15100000000.0	144.85543	26.30277	093925.29+261810.0	144.85542	26.302792	0.831	8.354990291031088	0.09064327022045479	45.90431321898551	-0.5905561584468179  0.0 0.0
0.8990	0.0497	0.0131	0.013099999999999994	3.345e+01	0.6300000000000026	0.6299999999999955	6.858e+11	13000000000.0	13000000000.0	144.95382	42.83271	093948.92+424957.8	144.95384	42.832717	0.899	8.971552702980574	0.08738124107145392	45.6854097770864	-1.4260220122954126  0.0 1.317e+44
0.8698	0.0000	0.0	0.005	1.271e+01	2.6700000000000017	2.6799999999999997	1.050e+11	16130000000.0	16200000000.0	145.22881	60.15706	094054.90+600925.5	145.22888	60.15712	0.8698	8.358182596292439	0.04510526349162351	45.78975658640385	-0.708305096289829  0.0 0.0
0.8009	0.0000	0.0	0.005	3.173e+01	1.5199999999999996	1.5100000000000016	4.244e+11	154300000000.0	154300000000.0	145.37007	44.79525	094128.81+444742.8	145.37005	44.795234	0.8009	9.04328982863116	0.17942595753661844	45.94271696889815	-1.2404519461342505  1.529e+44 0.0
0.8570	0.1279	0.032500000000000015	0.032399999999999984	-9.990e+02	0.0	0.0	-9.990e+02	0.0	0.0	145.46908	25.62878	094152.56+253743.5	145.46904	25.628771	0.857	8.19123739367622	0.2252580419027517	45.05284307583386	-1.278273404243594  1.459e+44 0.0
0.8114	0.0000	0.0	0.005	2.727e+00	0.10499999999999998	0.10600000000000032	2.376e+11	9100000000.0	9200000000.0	145.96838	47.4398	094352.39+472623.3	145.96837	47.43982	0.8114	8.779776639781796	0.16006803154847188	45.53249968487239	-1.3871560413106414  0.0 9e+44
0.8037	0.0575	0.015300000000000001	0.015300000000000001	1.612e+01	0.3500000000000014	0.34999999999999787	7.515e+11	16500000000.0	16400000000.0	145.99279	58.67707	094358.28+584037.4	145.99284	58.677068	0.8037	8.946866831003913	0.05091824881819157	45.7548855658596	-1.3318603515455474  4.668e+44 0.0
0.8350	0.0314	0.008199999999999999	0.008300000000000002	3.478e+01	0.45000000000000284	0.44999999999999574	7.070e+11	9100000000.0	9200000000.0	146.44284	26.07889	094546.29+260444.0	146.44288	26.078896	0.835	9.054620735660846	0.03382294745477619	45.600747878325784	-1.5937519437362992  1.29e+44 1.496e+45
0.8420	0.1743	0.0451	0.0451	2.915e+01	2.7699999999999996	2.780000000000001	2.265e+11	63900000000.0	64000000000.0	146.80058	24.80215	094712.14+244807.7	146.8006	24.802166	0.842	7.7490657175335755	0.19499356386753558	45.12989729085047	-0.7590475130843404  0.0 0.0
0.8320	0.0000	0.0	0.005	1.206e+01	1.08	1.08	2.472e+11	22100000000.0	22100000000.0	147.15235	35.35181	094836.56+352106.7	147.15235	35.351867	0.832	7.925695769156954	0.2255290195349295	45.25289713011956	-0.8126777254386345  0.0 0.0
0.8077	0.0469	0.012299999999999998	0.012300000000000005	7.589e+00	0.4370000000000003	0.4369999999999994	1.543e+11	8900000000.0	8900000000.0	147.42218	55.48986	094941.29+552923.7	147.42203	55.489921	0.8077	8.235783292755029	0.25746194444304565	45.36843785206242	-1.0072245270938451  9.243e+44 1.542e+44
0.8660	0.0253	0.006499999999999999	0.006500000000000002	8.134e+00	0.2990000000000004	0.2989999999999995	6.721e+10	2470000000.0	2470000000.0	147.48329	47.74291	094956.01+474434.3	147.48339	47.742872	0.866	8.579585038131855	0.04482031023431643	45.512436260564996	-1.2070278639680956  0.0 0.0
0.8131	0.0000	0.0	0.005	1.700e+01	2.3000000000000007	2.289999999999999	2.273e+11	101900000000.0	102000000000.0	147.64612	57.74422	095035.07+574439.1	147.64616	57.744197	0.8131	8.441959895445263	0.11228795015873795	45.64204749732218	-0.9397914845243192  0.0 0.0
