zbest_b_[j]	EBV_b_[j]	e_EBV_[j]	E_EBV_[j]	SFR_b_[j]	e_SFR_[j]	E_SFR_[j]	Mstar_b_[j]	e_Mstar_[j]	E_Mstar_[j]	RA_b_[j]	DEC_b_[j]	SDSS_NAME_[i]	RA_[i]	Dec_[i]	REDSHIFT_[i]	LOG_MBH_[i]	LOG_MBH_ERR_[i]	LOG_LBOL_[i]	LOG_REDD_[i] 
0.8160	0.1252	0.0925	0.1579	4.084e+01	3.778e+01	4.391e+01	3.148e+11	2.912e+11	3.385e+11	10.8948	6.60068	004334.75+063602.7	10.894828	6.6007602	0.816	8.323596001169047	0.12815798456455343	45.4489963246662	-1.0144787629040872
0.8350	0.0306	0.0227	0.0384	8.553e+00	8.516e+00	8.590e+00	7.068e+10	7.037e+10	7.098e+10	11.50423	2.72103	004601.00+024315.6	11.504169	2.7210206	0.835	8.237817751909613	0.06975997803668202	45.599835226039815	-0.7778616122710356
0.8710	0.0717	0.0530	0.0904	4.158e+01	3.246e+01	5.070e+01	3.205e+11	2.919e+11	3.491e+11	11.7759	18.77936	004706.19+184645.7	11.77582	18.779382	0.871	8.892727781410477	0.030582989601481588	45.62247459953539	-1.4101322682763267
0.8350	0.0088	0.0065	0.0111	1.592e+01	1.374e+01	1.810e+01	4.183e+11	1.904e+11	6.461e+11	11.84049	30.91313	004721.70+305447.1	11.840442	30.913116	0.835	7.862450106410142	0.2860784339817103	45.57582713163003	-0.42650206118135103
0.8640	0.0515	0.0382	0.0648	1.578e+01	1.103e+01	2.052e+01	1.282e+11	9.351e+10	1.629e+11	11.88383	23.19295	004732.13+231134.6	11.883903	23.192968	0.864	8.51072764219682	0.05464817314437062	45.30903074535896	-1.3415759832390963
0.8300	0.0000	0.0000	0.0050	6.462e+00	5.655e+00	7.268e+00	1.698e+11	1.486e+11	1.910e+11	11.9559	30.11829	004749.40+300705.8	11.955881	30.118294	0.83	8.703011096331185	0.02822291010293511	45.37862123733607	-1.4642689453963522
0.8023	0.0115	0.0084	0.0145	1.596e+00	1.219e+00	1.972e+00	4.810e+11	3.625e+11	5.996e+11	12.10215	-10.28616	004824.51-101710.2	12.102093	-10.286167	0.8023	8.27733536510136	0.13784253070285352	46.08839242518848	-0.32882202631411606
0.8460	0.0000	0.0000	0.0050	2.759e+00	2.697e+00	2.821e+00	2.404e+11	2.350e+11	2.458e+11	13.73201	25.37866	005455.70+252242.8	13.732093	25.378577	0.846	7.517927504916086	0.4643681052071212	45.20497508843589	-0.4528315028814359
0.8140	0.0000	0.0000	0.0050	7.702e+00	7.212e+00	8.193e+00	6.981e+10	4.314e+10	9.647e+10	13.85153	16.04775	005524.38+160251.8	13.851608	16.047724	0.814	8.46160720937786	0.05887508981537316	45.35350828303438	-1.2479780127447173
0.8090	0.1685	0.1242	0.2128	2.441e+01	2.126e+01	2.756e+01	2.146e+11	1.756e+11	2.535e+11	14.20205	-4.39011	005648.49-042324.3	14.202078	-4.3900941	0.809	8.759702786161434	0.05521414268996799	45.66495758580423	-1.2346242867584396
0.8840	0.0467	0.0342	0.0592	5.147e+01	5.052e+01	5.243e+01	1.024e+12	1.005e+12	1.043e+12	14.32455	22.05582	005717.89+220320.8	14.324541	22.055797	0.884	8.949521130359905	0.027380799514378152	46.12935114093363	-0.960049075827513
0.8160	0.0487	0.0358	0.0615	1.745e+01	1.714e+01	1.776e+01	1.442e+11	1.416e+11	1.467e+11	14.50774	20.74525	005801.85+204442.6	14.507734	20.745195	0.816	8.59745707498762	0.06723478129670886	45.669367410848324	-1.0679687505405335
0.8180	0.1259	0.0924	0.1593	4.567e+00	4.493e+00	4.641e+00	6.089e+11	5.990e+11	6.188e+11	15.51497	33.85008	010203.58+335100.4	15.514943	33.850131	0.818	8.419834748319127	0.12632422831630244	45.623905278152556	-0.9358085565678086
0.8030	0.0274	0.0203	0.0346	3.772e+01	3.059e+01	4.484e+01	2.907e+11	2.266e+11	3.549e+11	15.9661	12.55531	010351.86+123318.8	15.966107	12.555257	0.803	8.801184378613561	0.07296428016603805	45.481160982637256	-1.4599024823775422
0.8070	0.0000	0.0000	0.0050	4.433e+00	4.370e+00	4.497e+00	1.165e+11	1.148e+11	1.182e+11	16.574	33.79591	010617.76+334745.2	16.57402	33.795912	0.807	8.573828983354995	0.10526351795743702	45.118166967138215	-1.5955411026180164
0.8881	0.0067	0.0050	0.0083	5.702e+00	-8.000e+00	1.941e+01	4.712e+10	2.505e+10	6.919e+10	16.68889	23.70697	010645.32+234225.1	16.688868	23.706986	0.8880994	8.336253703563164	0.08364942468857868	45.423126951190696	-1.0530058387737056
0.8080	0.0366	0.0269	0.0463	7.883e+00	7.677e+00	8.088e+00	1.603e+11	1.561e+11	1.644e+11	17.85627	2.85642	011125.51+025123.1	17.856294	2.8564412	0.808	8.311509561431391	0.07055799036023673	45.97121687089554	-0.4801717769370894
0.8943	0.0164	0.0122	0.0206	1.963e+01	1.957e+01	1.969e+01	1.524e+11	1.518e+11	1.530e+11	17.89234	21.53967	011134.17+213222.9	17.892383	21.53972	0.8942994	8.563611962152363	0.08147912584274919	45.275117602977694	-1.4283734455759056
0.8270	0.0158	0.0117	0.0200	3.269e+01	3.001e+01	3.538e+01	4.373e+11	3.206e+11	5.539e+11	19.81669	26.30474	011915.99+261817.1	19.816654	26.304747	0.827	8.558242219938979	0.04271991769987076	45.56981046865988	-1.128310837680335
0.8360	0.0398	0.0296	0.0500	4.578e+00	3.651e+00	5.506e+00	2.140e+10	1.477e+10	2.804e+10	20.02191	28.22187	012005.27+281318.4	20.021995	28.221792	0.836	7.824897771845741	0.16850691127843948	45.033739774808424	-0.931037083438554
0.8740	0.0221	0.0164	0.0279	1.605e+01	1.466e+01	1.744e+01	3.291e+11	3.006e+11	3.575e+11	20.79061	-0.60291	012309.74-003610.3	20.790616	-0.60288182	0.874	7.990104736693095	0.17444809471025813	45.42391976259477	-0.7060640604995607
0.8640	0.0144	0.0106	0.0181	2.495e+01	2.486e+01	2.504e+01	5.116e+11	5.097e+11	5.135e+11	21.71427	24.3577	012651.42+242127.7	21.71426	24.357693	0.864	8.442973655893766	0.03823483219098852	45.40730462825512	-1.1755481140398845
0.8180	0.0000	0.0000	0.0050	2.962e+01	2.866e+01	3.058e+01	3.844e+11	3.719e+11	3.969e+11	21.87327	19.50412	012729.61+193014.5	21.873386	19.504038	0.818	8.75497507439727	0.053116228311295234	45.82207668569421	-1.0727774751042942
0.8925	0.0000	0.0000	0.0050	1.144e+01	7.867e+00	1.502e+01	1.485e+11	1.406e+11	1.565e+11	21.92079	-1.20327	012741.00-011211.9	21.920833	-1.2033175	0.8925	7.751436183650054	0.3940985470927833	44.793812002393395	-1.0975032676578966
0.8330	0.0242	0.0180	0.0305	7.082e+00	5.699e+00	8.465e+00	5.852e+10	5.036e+10	6.668e+10	23.24794	21.43443	013259.49+212604.0	23.247916	21.434457	0.833	8.292103680245841	0.14256655431575635	45.396295288508654	-1.0356874781384244
0.8733	0.0561	0.0412	0.0709	5.575e+01	4.925e+01	6.226e+01	2.606e+11	1.420e+11	3.793e+11	24.56739	14.07548	013816.16+140431.6	24.56741	14.075479	0.8733	8.4452351815408	0.09077388464014295	45.74725487292106	-0.837859395020976
0.8854	0.1400	0.1029	0.1771	2.813e+01	2.805e+01	2.821e+01	5.594e+11	5.578e+11	5.610e+11	26.54101	0.72251	014609.84+004321.1	26.54099	0.72253941	0.8854	9.339700248460556	0.05563418886157452	45.8809949044234	-1.5985844304383898
0.8750	0.0000	0.0000	0.0050	2.754e+01	2.076e+01	3.433e+01	7.238e+11	4.798e+11	9.677e+11	27.09429	13.36183	014822.62+132142.6	27.094254	13.361869	0.875	9.285028570214587	0.02254831563575977	46.28334989709176	-1.1415577595240638
0.8960	0.0132	0.0098	0.0167	7.833e+00	7.808e+00	7.859e+00	3.683e+11	3.671e+11	3.695e+11	27.20471	28.0541	014849.12+280314.8	27.204703	28.05412	0.896	8.752329041442804	0.04100847255934474	45.371682020768404	-1.5205261070756377
0.8050	0.0256	0.0189	0.0322	4.649e+00	4.344e+00	4.953e+00	2.186e+11	2.043e+11	2.329e+11	27.71169	10.19287	015050.82+101134.2	27.711778	10.192849	0.805	9.110999319871306	0.06914584483508739	45.369403124643526	-1.881475281629017
0.8792	0.0000	0.0000	0.0050	7.582e+00	7.223e+00	7.941e+00	6.606e+11	6.293e+11	6.919e+11	28.34454	-0.31994	015322.68-001911.7	28.344531	-0.31991188	0.8792	9.114688140748905	0.05880050877738834	45.75905671269785	-1.4955105144522938
0.8584	0.0077	0.0057	0.0097	0.000e+00	0.000e+00	1.000e-02	1.009e+11	9.388e+10	1.079e+11	28.50526	0.78617	015401.26+004710.2	28.505278	0.78616005	0.8584	8.466054021941426	0.06753844008260283	45.530058873545244	-1.0758742347974197
0.8110	0.0403	0.0298	0.0508	0.000e+00	0.000e+00	1.000e-02	2.680e+11	2.518e+11	2.841e+11	28.60227	20.32367	015424.55+201925.2	28.602321	20.323668	0.811	8.408562443109554	0.0810508019859151	45.27603517571072	-1.272406353800074
0.8470	0.0198	0.0147	0.0250	1.447e+01	1.083e+01	1.810e+01	2.966e+11	2.847e+11	3.085e+11	29.81227	26.4846	015914.94+262904.5	29.812267	26.484597	0.847	8.629640839222567	0.24504341900282453	45.17274543671218	-1.5967744889116275
0.8420	0.0322	0.0238	0.0406	4.116e+01	4.084e+01	4.148e+01	5.506e+11	5.463e+11	5.548e+11	29.96693	28.58407	015952.05+283502.4	29.966905	28.584012	0.842	8.282272274570376	0.31989764529346415	45.63098651532675	-0.7911648456448666
0.8820	0.0000	0.0000	0.0050	4.597e+01	4.230e+01	4.964e+01	3.798e+11	3.495e+11	4.102e+11	30.1936	13.33866	020046.46+132018.9	30.193622	13.338596	0.882	8.985419905950108	0.09028831598863253	46.04429381657872	-1.0810051757726227
0.8920	0.0000	0.0000	0.0050	2.124e+01	1.813e+01	2.435e+01	1.726e+11	1.138e+11	2.313e+11	31.04021	31.62005	020409.64+313711.9	31.04021	31.619989	0.892	9.010160170672286	0.10143747272317037	45.638955321464486	-1.5110839356090369
0.8616	0.0000	0.0000	0.0050	0.000e+00	0.000e+00	1.000e-02	3.500e+11	3.473e+11	3.527e+11	31.38939	4.5598	020533.44+043335.3	31.389341	4.5598326	0.8615997	8.345448849663603	0.02246500038940521	45.16407207848538	-1.3212558575794573
0.8140	0.0343	0.0253	0.0432	2.060e+01	1.962e+01	2.158e+01	2.733e+11	1.940e+11	3.525e+11	31.41378	1.53395	020539.31+013202.0	31.413793	1.5339069	0.814	8.418456401880878	0.05673837741653533	45.238083059505705	-1.3202524287764101
0.8755	0.0794	0.0586	0.1002	6.729e+00	6.543e+00	6.916e+00	1.768e+11	1.719e+11	1.817e+11	32.22224	1.0306	020853.33+010150.1	32.222256	1.0306065	0.8755	8.464576287354665	0.2097824080598611	45.39416971554858	-1.2102856582073243
0.8900	0.1422	0.1052	0.1792	6.261e+01	4.273e+01	8.249e+01	3.188e+11	3.086e+11	3.290e+11	33.54705	-5.28233	021411.30-051656.2	33.547123	-5.282297	0.89	8.507735629738054	0.0653419011018134	45.10224199023806	-1.5453727259012278
0.8668	0.0859	0.0637	0.1081	2.084e+01	1.704e+01	2.464e+01	9.742e+10	7.606e+10	1.188e+11	33.65819	-3.09121	021437.96-030528.1	33.658184	-3.091136	0.8668006	8.524441764060686	0.06841640980097574	45.46210376216043	-1.2022170883014918
0.8539	0.0000	0.0000	0.0050	0.000e+00	0.000e+00	1.000e-02	2.731e+11	2.520e+11	2.942e+11	33.80135	-0.17246	021512.32-001020.8	33.801342	-0.172449	0.8539	8.781666550617766	0.09695649989862319	45.23490394518494	-1.6866416918340639
0.8210	0.0059	0.0044	0.0074	9.361e+00	9.138e+00	9.585e+00	1.215e+11	1.186e+11	1.244e+11	34.19564	-9.118	021646.92-090704.6	34.195518	-9.117939	0.821	8.12275862878405	0.4568448458289591	45.4161883665765	-0.8464493486087881
0.8857	0.1883	0.1389	0.2377	2.137e+01	1.810e+01	2.464e+01	1.080e+11	8.411e+10	1.319e+11	34.73824	-0.69961	021857.19-004158.4	34.738334	-0.69957724	0.8857	8.657821293568853	0.13934122308810454	45.267168234930296	-1.5305321450397946
0.8270	0.0266	0.0196	0.0335	9.558e+00	9.294e+00	9.823e+00	8.103e+10	7.879e+10	8.327e+10	35.67567	-8.1001	022242.15-080600.3	35.675653	-8.1000856	0.827	8.600301016288117	0.06803347920148267	45.423633701021444	-1.3165464016679103
0.8020	0.0163	0.0121	0.0206	3.036e+01	3.020e+01	3.052e+01	4.061e+11	4.039e+11	4.083e+11	37.33155	-5.07736	022919.56-050438.5	37.331533	-5.0773748	0.802	8.43352866032541	0.058515790461535766	45.29047124784594	-1.2829364988807035
0.8813	0.0000	0.0000	0.0050	2.480e+01	2.472e+01	2.489e+01	4.933e+11	4.916e+11	4.950e+11	42.03837	1.53739	024809.21+013214.6	42.038415	1.5374142	0.8813001	9.291462656426305	0.025381417556589136	45.89832967036276	-1.5330120724647784
0.8170	0.0757	0.0558	0.0957	4.200e+01	2.552e+01	5.849e+01	1.963e+11	1.647e+11	2.279e+11	44.64588	-8.29149	025835.00-081729.4	44.645869	-8.2914989	0.817	8.455509101515254	0.11902602709839015	45.845361300647866	-0.7500268872686251
0.8360	0.0699	0.0514	0.0884	1.568e+01	8.755e+00	2.261e+01	1.296e+11	5.087e+10	2.083e+11	44.67227	-2.29622	025841.35-021746.5	44.672331	-2.2962499	0.836	8.293451390674033	0.05633959895633565	45.762736917232964	-0.6705935598423063
0.8064	0.0000	0.0000	0.0050	9.374e-01	9.323e-01	9.425e-01	1.250e+11	1.243e+11	1.257e+11	44.88476	0.16476	025932.34+000953.2	44.88478	0.164783	0.8064	8.480214605800846	0.20097988267044337	45.02182071781502	-1.5982729743870652
0.8388	0.0724	0.0531	0.0917	3.471e+01	3.069e+01	3.872e+01	4.642e+11	4.072e+11	5.213e+11	46.46316	-0.09924	030551.14-000557.3	46.463123	-0.099244137	0.8388	8.404140671758883	0.09302212706272668	45.9313392066145	-0.6126805515456174
0.8078	0.0000	0.0000	0.0050	1.188e+01	8.226e+00	1.553e+01	2.415e+11	1.971e+11	2.859e+11	46.89638	-8.71695	030735.11-084301.0	46.89632	-8.7169561	0.8078	8.899148355593512	0.043369800143392624	45.62586789410163	-1.413159547893118
0.8961	0.0000	0.0000	0.0050	8.451e+01	7.989e+01	8.912e+01	1.097e+12	1.037e+12	1.157e+12	51.42287	-7.87717	032541.48-075237.7	51.422852	-7.877177	0.8961	9.223511566341948	0.05228450333805689	46.48842322996414	-0.8749674227790438
0.8745	0.0316	0.0236	0.0397	1.882e+00	6.877e-01	3.077e+00	1.556e+10	6.945e+09	2.417e+10	51.80423	-7.3424	032713.01-072032.9	51.804256	-7.3424711	0.8745	8.92542583426826	0.21157148880008703	45.25557924657045	-1.809725674099049
0.8762	0.1585	0.1163	0.2006	4.053e+01	4.007e+01	4.098e+01	8.309e+11	8.216e+11	8.403e+11	110.74286	36.3182	072258.29+361905.4	110.74291	36.318185	0.8762	9.498258755369061	0.028878890107941195	45.90865067069691	-1.7294871710733908
0.8470	0.1037	0.0769	0.1305	8.630e+00	5.866e+00	1.140e+01	6.653e+10	4.559e+10	8.747e+10	114.52579	40.68493	073806.19+404105.7	114.52582	40.684917	0.847	8.25111213260816	0.17099126625982877	45.2309948337285	-1.159996385280895
0.8758	0.1373	0.1010	0.1737	1.578e+01	1.510e+01	1.646e+01	3.236e+11	3.097e+11	3.374e+11	117.27877	39.38197	074906.90+392255.1	117.27877	39.381989	0.8758	9.359240215700371	0.05096747908564311	45.76632929463843	-1.7327900074631766
0.8050	0.0000	0.0000	0.0050	3.642e+01	3.132e+01	4.151e+01	2.807e+11	2.392e+11	3.222e+11	119.66626	41.77481	075839.91+414629.2	119.66629	41.7748	0.805	8.895104420512963	0.022027557041371108	45.59868975199614	-1.4362937549180599
0.8440	0.0803	0.0593	0.1013	1.896e+01	1.731e+01	2.060e+01	3.887e+11	3.519e+11	4.254e+11	120.64097	55.45209	080233.80+552707.3	120.64094	55.452141	0.844	8.052189112904268	0.09266099186024204	45.34860402311873	-0.8434641761867729
0.8470	0.0238	0.0175	0.0300	1.082e+01	1.005e+01	1.159e+01	2.818e+11	2.407e+11	3.229e+11	120.8814	52.81097	080331.54+524839.4	120.8814	52.811024	0.847	8.588083655180785	0.06841266615091862	45.6116226085307	-1.1163401330513205
0.8294	0.0000	0.0000	0.0050	8.371e+00	6.566e+00	1.018e+01	7.358e+10	5.426e+10	9.291e+10	121.28308	42.20603	080507.91+421221.5	121.28298	42.205983	0.8294	9.005410811052853	0.07608991628499366	45.6385978995343	-1.5066919979197932
0.8089	0.0000	0.0000	0.0050	8.577e+01	8.374e+01	8.780e+01	3.431e+11	2.391e+11	4.471e+11	123.02678	25.22204	08126.427+251319.3	123.02678	25.222031	0.8089	8.428648968463555	0.06423265192891742	46.16541319089375	-0.4031148639710411
0.8110	0.0692	0.0513	0.0871	1.154e+01	1.146e+01	1.162e+01	1.544e+11	1.533e+11	1.555e+11	123.25519	14.50129	081301.24+143004.7	123.25518	14.50131	0.811	7.473388717223818	0.14061543729707413	45.187736703027845	-0.42553110059721017
0.8438	0.0000	0.0000	0.0050	5.577e+01	4.282e+01	6.872e+01	2.607e+11	1.715e+11	3.499e+11	123.53842	32.62556	081409.21+323731.9	123.53842	32.625551	0.8438	8.678605344375969	0.052622706843582154	45.95006876482809	-0.868415665949117
0.8620	0.1089	0.0808	0.1370	7.830e+00	2.442e+00	1.322e+01	6.470e+10	2.983e+10	9.957e+10	123.56381	31.65624	081415.33+313922.4	123.56388	31.656218	0.862	8.121145668932982	0.17149788490585574	45.38597041724432	-0.8750543380898962
0.8110	0.0682	0.0506	0.0859	1.303e+00	1.298e+00	1.309e+00	1.738e+11	1.730e+11	1.745e+11	124.92516	51.94787	081942.01+515652.6	124.92507	51.94795	0.811	7.964661843576735	0.22756326799445234	45.11773285921118	-0.9868080707667916
0.8250	0.1047	0.0771	0.1322	0.000e+00	0.000e+00	1.000e-02	2.954e+11	2.764e+11	3.144e+11	126.11163	15.87622	082426.79+155234.3	126.11165	15.876215	0.825	8.36691812404646	0.08120670109500432	45.460446629689244	-1.0463505807584534
0.8145	0.0398	0.0292	0.0504	7.804e+00	7.644e+00	7.964e+00	6.859e+11	6.718e+11	7.000e+11	126.50332	49.20976	082600.80+491235.0	126.50337	49.209753	0.8145	8.421182112815197	0.05547883848236348	46.04280185526834	-0.5182593439480973
0.8165	0.0558	0.0412	0.0704	0.000e+00	0.000e+00	1.000e-02	4.258e+11	4.215e+11	4.302e+11	126.81171	29.20336	082714.80+291211.9	126.8117	29.203356	0.8165	8.687626841062862	0.13367682574180342	45.326082855867924	-1.5014230715961752
0.8230	0.0000	0.0000	0.0050	4.816e+01	4.804e+01	4.828e+01	6.442e+11	6.426e+11	6.457e+11	127.85915	0.2289	083126.19+001343.9	127.85912	0.22887555	0.823	9.392603833429124	0.07147460860563565	45.574976414510196	-1.957506505320165
0.8260	0.0000	0.0000	0.0050	5.211e+01	5.127e+01	5.294e+01	1.068e+12	1.051e+12	1.085e+12	128.21123	28.22118	083250.69+281316.2	128.21123	28.22119	0.826	8.95496325275763	0.020320797929787263	46.21163438769987	-0.8832079514589994
0.8659	0.1155	0.0851	0.1458	2.460e+01	2.339e+01	2.581e+01	5.044e+11	4.795e+11	5.292e+11	128.23958	24.71829	083257.49+244305.8	128.23958	24.718285	0.8659	8.623703216756374	0.24870388372780255	45.294329056601704	-1.4692532465559067
0.8926	0.0000	0.0000	0.0050	1.831e+00	1.772e+00	1.890e+00	5.566e+11	5.387e+11	5.745e+11	128.68402	26.61155	083444.16+263641.5	128.68403	26.611537	0.8926	8.605197573067338	0.06950361736705955	45.82192167640212	-0.9231549830664554
0.8180	0.0306	0.0226	0.0386	8.628e+00	7.082e+00	1.018e+01	1.120e+11	4.459e+10	1.794e+11	129.17113	45.25869	083641.08+451531.0	129.17119	45.258646	0.818	8.361844701831496	0.03212588184003595	45.58738966758696	-0.914334120645771
0.8579	0.0121	0.0089	0.0153	5.465e+01	4.835e+01	6.095e+01	4.212e+11	2.247e+11	6.178e+11	129.5183	52.78357	083804.39+524701.3	129.51833	52.783724	0.8579	8.28313877075807	0.21336345061155165	46.00097067996085	-0.4220471771984562
0.8590	0.0288	0.0214	0.0362	9.507e+00	5.941e+00	1.307e+01	7.328e+10	6.291e+10	8.366e+10	129.73865	37.11362	083857.28+370649.1	129.7387	37.113646	0.8589999	7.45539039149855	0.15755674257149688	45.12178645346789	-0.4734830244318965
